startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresStdErMean,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF
"2021-01-01T00:00:00Z","2021-01-01T00:30:00Z",101.61421,101.59154,101.64154,0.00023,30.00000,0.04762,0.00279,0,101.92472,0.04843,0
"2021-01-01T00:30:00Z","2021-01-01T01:00:00Z",101.67221,101.65154,101.68154,0.00009,30.00000,0.04741,0.00172,0,101.98343,0.04823,0
"2021-01-01T01:00:00Z","2021-01-01T01:30:00Z",101.67287,101.66154,101.68154,0.00003,30.00000,0.04733,0.00104,0,101.98292,0.04815,0
"2021-01-01T01:30:00Z","2021-01-01T02:00:00Z",101.69854,101.67154,101.72154,0.00024,30.00000,0.04762,0.00280,0,102.00751,0.04842,0
"2021-01-01T02:00:00Z","2021-01-01T02:30:00Z",101.73987,101.72154,101.75154,0.00010,30.00000,0.04743,0.00186,0,102.04887,0.04824,0
"2021-01-01T02:30:00Z","2021-01-01T03:00:00Z",101.72421,101.71154,101.74154,0.00010,30.00000,0.04742,0.00179,0,102.03338,0.04823,0
"2021-01-01T03:00:00Z","2021-01-01T03:30:00Z",101.71821,101.71154,101.73154,0.00003,30.00000,0.04733,0.00100,0,102.02740,0.04814,0
"2021-01-01T03:30:00Z","2021-01-01T04:00:00Z",101.72487,101.71154,101.75154,0.00012,30.00000,0.04746,0.00200,0,102.03411,0.04826,0
"2021-01-01T04:00:00Z","2021-01-01T04:30:00Z",101.75521,101.75154,101.76154,0.00002,30.00000,0.04732,0.00090,0,102.06474,0.04813,0
"2021-01-01T04:30:00Z","2021-01-01T05:00:00Z",101.74621,101.74154,101.76154,0.00005,30.00000,0.04736,0.00133,0,102.05574,0.04817,0
"2021-01-01T05:00:00Z","2021-01-01T05:30:00Z",101.74887,101.74154,101.76154,0.00004,30.00000,0.04735,0.00117,0,102.05854,0.04816,0
"2021-01-01T05:30:00Z","2021-01-01T06:00:00Z",101.72821,101.71154,101.75154,0.00010,30.00000,0.04743,0.00182,0,102.03795,0.04824,0
"2021-01-01T06:00:00Z","2021-01-01T06:30:00Z",101.74421,101.74154,101.75154,0.00002,30.00000,0.04732,0.00082,0,102.05410,0.04813,0
"2021-01-01T06:30:00Z","2021-01-01T07:00:00Z",101.74787,101.73154,101.75154,0.00005,30.00000,0.04736,0.00131,0,102.05801,0.04817,0
"2021-01-01T07:00:00Z","2021-01-01T07:30:00Z",101.75421,101.74154,101.77154,0.00012,30.00000,0.04745,0.00197,0,102.06503,0.04827,0
"2021-01-01T07:30:00Z","2021-01-01T08:00:00Z",101.75554,101.74154,101.77154,0.00009,30.00000,0.04742,0.00177,0,102.06653,0.04824,0
"2021-01-01T08:00:00Z","2021-01-01T08:30:00Z",101.74954,101.74154,101.76154,0.00004,30.00000,0.04734,0.00111,0,102.06086,0.04816,0
"2021-01-01T08:30:00Z","2021-01-01T09:00:00Z",101.72687,101.70154,101.75154,0.00038,30.00000,0.04782,0.00355,0,102.03803,0.04863,0
"2021-01-01T09:00:00Z","2021-01-01T09:30:00Z",101.73154,101.70154,101.75154,0.00012,30.00000,0.04745,0.00198,0,102.04255,0.04827,0
"2021-01-01T09:30:00Z","2021-01-01T10:00:00Z",101.74621,101.73154,101.75154,0.00004,30.00000,0.04734,0.00115,0,102.05736,0.04816,0
"2021-01-01T10:00:00Z","2021-01-01T10:30:00Z",101.74921,101.74154,101.76154,0.00005,30.00000,0.04735,0.00124,0,102.06044,0.04817,0
"2021-01-01T10:30:00Z","2021-01-01T11:00:00Z",101.76487,101.75154,101.77154,0.00004,30.00000,0.04735,0.00121,0,102.07616,0.04817,0
"2021-01-01T11:00:00Z","2021-01-01T11:30:00Z",101.78254,101.77154,101.81154,0.00011,30.00000,0.04744,0.00188,0,102.09385,0.04826,0
"2021-01-01T11:30:00Z","2021-01-01T12:00:00Z",101.82321,101.81154,101.83154,0.00007,30.00000,0.04739,0.00152,0,102.13485,0.04821,0
"2021-01-01T12:00:00Z","2021-01-01T12:30:00Z",101.84087,101.83154,101.86154,0.00011,30.00000,0.04744,0.00191,0,102.15244,0.04826,0
"2021-01-01T12:30:00Z","2021-01-01T13:00:00Z",101.87421,101.86154,101.89154,0.00010,30.00000,0.04743,0.00185,0,102.18576,0.04825,0
"2021-01-01T13:00:00Z","2021-01-01T13:30:00Z",101.88187,101.87155,101.89154,0.00005,30.00000,0.04736,0.00131,0,102.19291,0.04818,0
"2021-01-01T13:30:00Z","2021-01-01T14:00:00Z",101.88654,101.87155,101.90154,0.00009,30.00000,0.04742,0.00178,0,102.19668,0.04823,0
"2021-01-01T14:00:00Z","2021-01-01T14:30:00Z",101.88754,101.88154,101.91155,0.00011,30.00000,0.04744,0.00189,0,102.19660,0.04825,0
"2021-01-01T14:30:00Z","2021-01-01T15:00:00Z",101.88988,101.87155,101.91155,0.00016,30.00000,0.04751,0.00230,0,102.19792,0.04831,0
"2021-01-01T15:00:00Z","2021-01-01T15:30:00Z",101.88088,101.87155,101.89154,0.00006,30.00000,0.04737,0.00143,0,102.18813,0.04817,0
"2021-01-01T15:30:00Z","2021-01-01T16:00:00Z",101.85787,101.83154,101.88154,0.00030,30.00000,0.04771,0.00316,0,102.16464,0.04850,0
"2021-01-01T16:00:00Z","2021-01-01T16:30:00Z",101.81254,101.79154,101.84154,0.00031,30.00000,0.04772,0.00319,0,102.11874,0.04851,0
"2021-01-01T16:30:00Z","2021-01-01T17:00:00Z",101.77454,101.75154,101.79154,0.00009,30.00000,0.04742,0.00174,0,102.08017,0.04821,0
"2021-01-01T17:00:00Z","2021-01-01T17:30:00Z",101.72687,101.71154,101.75154,0.00020,30.00000,0.04757,0.00257,0,102.03176,0.04835,0
