startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF
"2017-08-27T00:00:00Z","2017-08-27T00:01:00Z",100.98582,100.98582,100.98582,0.00000,1.00000,0.01720,0,101.28243,0.01945,0
"2017-08-27T00:01:00Z","2017-08-27T00:02:00Z",100.98582,100.98582,100.98582,0.00000,1.00000,0.01720,0,101.28242,0.01945,0
"2017-08-27T00:02:00Z","2017-08-27T00:03:00Z",100.98582,100.98582,100.98582,0.00000,1.00000,0.01720,0,101.28244,0.01945,0
"2017-08-27T00:03:00Z","2017-08-27T00:04:00Z",100.98582,100.98582,100.98582,0.00000,1.00000,0.01720,0,101.28247,0.01945,0
"2017-08-27T00:04:00Z","2017-08-27T00:05:00Z",100.98582,100.98582,100.98582,0.00000,1.00000,0.01720,0,101.28250,0.01945,0
"2017-08-27T00:05:00Z","2017-08-27T00:06:00Z",100.98582,100.98582,100.98582,0.00000,1.00000,0.01720,0,101.28251,0.01945,0
"2017-08-27T00:06:00Z","2017-08-27T00:07:00Z",100.99581,100.99581,100.99581,0.00000,1.00000,0.01720,0,101.29253,0.01945,0
"2017-08-27T00:07:00Z","2017-08-27T00:08:00Z",100.99581,100.99581,100.99581,0.00000,1.00000,0.01720,0,101.29250,0.01945,0
"2017-08-27T00:08:00Z","2017-08-27T00:09:00Z",101.00579,101.00579,101.00579,0.00000,1.00000,0.01720,0,101.30252,0.01945,0
"2017-08-27T00:09:00Z","2017-08-27T00:10:00Z",101.00579,101.00579,101.00579,0.00000,1.00000,0.01720,0,101.30260,0.01945,0
"2017-08-27T00:10:00Z","2017-08-27T00:11:00Z",101.00579,101.00579,101.00579,0.00000,1.00000,0.01720,0,101.30263,0.01945,0
"2017-08-27T00:11:00Z","2017-08-27T00:12:00Z",101.00579,101.00579,101.00579,0.00000,1.00000,0.01720,0,101.30264,0.01945,0
"2017-08-27T00:12:00Z","2017-08-27T00:13:00Z",101.00579,101.00579,101.00579,0.00000,1.00000,0.01720,0,101.30267,0.01945,0
"2017-08-27T00:13:00Z","2017-08-27T00:14:00Z",101.00579,101.00579,101.00579,0.00000,1.00000,0.01720,0,101.30267,0.01945,0
"2017-08-27T00:14:00Z","2017-08-27T00:15:00Z",101.00579,101.00579,101.00579,0.00000,1.00000,0.01720,0,101.30264,0.01945,0
"2017-08-27T00:15:00Z","2017-08-27T00:16:00Z",101.00579,101.00579,101.00579,0.00000,1.00000,0.01720,0,101.30264,0.01945,0
"2017-08-27T00:16:00Z","2017-08-27T00:17:00Z",101.01579,101.01579,101.01579,0.00000,1.00000,0.01720,0,101.31269,0.01945,0
"2017-08-27T00:17:00Z","2017-08-27T00:18:00Z",101.01579,101.01579,101.01579,0.00000,1.00000,0.01720,0,101.31269,0.01945,0
"2017-08-27T00:18:00Z","2017-08-27T00:19:00Z",101.01579,101.01579,101.01579,0.00000,1.00000,0.01720,0,101.31272,0.01945,0
"2017-08-27T00:19:00Z","2017-08-27T00:20:00Z",101.01579,101.01579,101.01579,0.00000,1.00000,0.01720,0,101.31269,0.01945,0
"2017-08-27T00:20:00Z","2017-08-27T00:21:00Z",101.01579,101.01579,101.01579,0.00000,1.00000,0.01720,0,101.31266,0.01945,0
"2017-08-27T00:21:00Z","2017-08-27T00:22:00Z",101.01579,101.01579,101.01579,0.00000,1.00000,0.01720,0,101.31263,0.01945,0
"2017-08-27T00:22:00Z","2017-08-27T00:23:00Z",101.01579,101.01579,101.01579,0.00000,1.00000,0.01720,0,101.31262,0.01945,0
"2017-08-27T00:23:00Z","2017-08-27T00:24:00Z",101.01579,101.01579,101.01579,0.00000,1.00000,0.01720,0,101.31266,0.01945,0
"2017-08-27T00:24:00Z","2017-08-27T00:25:00Z",101.01579,101.01579,101.01579,0.00000,1.00000,0.01720,0,101.31271,0.01945,0
"2017-08-27T00:25:00Z","2017-08-27T00:26:00Z",101.01579,101.01579,101.01579,0.00000,1.00000,0.01720,0,101.31269,0.01945,0
"2017-08-27T00:26:00Z","2017-08-27T00:27:00Z",101.01579,101.01579,101.01579,0.00000,1.00000,0.01720,0,101.31264,0.01945,0
"2017-08-27T00:27:00Z","2017-08-27T00:28:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32265,0.01945,0
"2017-08-27T00:28:00Z","2017-08-27T00:29:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32264,0.01945,0
"2017-08-27T00:29:00Z","2017-08-27T00:30:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32265,0.01945,0
"2017-08-27T00:30:00Z","2017-08-27T00:31:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32268,0.01945,0
"2017-08-27T00:31:00Z","2017-08-27T00:32:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32271,0.01945,0
"2017-08-27T00:32:00Z","2017-08-27T00:33:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32272,0.01945,0
"2017-08-27T00:33:00Z","2017-08-27T00:34:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32269,0.01945,0
"2017-08-27T00:34:00Z","2017-08-27T00:35:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32268,0.01945,0
"2017-08-27T00:35:00Z","2017-08-27T00:36:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32266,0.01945,0
"2017-08-27T00:36:00Z","2017-08-27T00:37:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32270,0.01945,0
"2017-08-27T00:37:00Z","2017-08-27T00:38:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32273,0.01945,0
"2017-08-27T00:38:00Z","2017-08-27T00:39:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32274,0.01945,0
"2017-08-27T00:39:00Z","2017-08-27T00:40:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32268,0.01945,0
"2017-08-27T00:40:00Z","2017-08-27T00:41:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32270,0.01945,0
"2017-08-27T00:41:00Z","2017-08-27T00:42:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32276,0.01945,0
"2017-08-27T00:42:00Z","2017-08-27T00:43:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32283,0.01945,0
"2017-08-27T00:43:00Z","2017-08-27T00:44:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32282,0.01945,0
"2017-08-27T00:44:00Z","2017-08-27T00:45:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32281,0.01945,0
"2017-08-27T00:45:00Z","2017-08-27T00:46:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32280,0.01945,0
"2017-08-27T00:46:00Z","2017-08-27T00:47:00Z",101.02578,101.02578,101.02578,0.00000,1.00000,0.01720,0,101.32280,0.01945,0
"2017-08-27T00:47:00Z","2017-08-27T00:48:00Z",101.03576,101.03576,101.03576,0.00000,1.00000,0.01720,0,101.33284,0.01945,0
"2017-08-27T00:48:00Z","2017-08-27T00:49:00Z",101.03576,101.03576,101.03576,0.00000,1.00000,0.01720,0,101.33284,0.01945,0
"2017-08-27T00:49:00Z","2017-08-27T00:50:00Z",101.03576,101.03576,101.03576,0.00000,1.00000,0.01720,0,101.33275,0.01945,0
"2017-08-27T00:50:00Z","2017-08-27T00:51:00Z",101.03576,101.03576,101.03576,0.00000,1.00000,0.01720,0,101.33277,0.01945,0
"2017-08-27T00:51:00Z","2017-08-27T00:52:00Z",101.03576,101.03576,101.03576,0.00000,1.00000,0.01720,0,101.33280,0.01945,0
"2017-08-27T00:52:00Z","2017-08-27T00:53:00Z",101.03576,101.03576,101.03576,0.00000,1.00000,0.01720,0,101.33276,0.01945,0
