startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresStdErMean,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF
"2018-08-01T00:00:00Z","2018-08-01T00:30:00Z",101.63739,101.55852,101.70890,0.00241,30.00000,0.02484,0.00896,0,101.95482,0.02891,1
"2018-08-01T00:30:00Z","2018-08-01T01:00:00Z",101.72595,101.70890,101.73899,0.00006,30.00000,0.01744,0.00145,0,102.04365,0.02284,1
"2018-08-01T01:00:00Z","2018-08-01T01:30:00Z",101.66713,101.65878,101.70890,0.00016,30.00000,0.01781,0.00231,0,101.98497,0.02312,1
"2018-08-01T01:30:00Z","2018-08-01T02:00:00Z",101.71927,101.67883,101.73899,0.00028,30.00000,0.01826,0.00306,0,102.03751,0.02348,1
"2018-08-01T02:00:00Z","2018-08-01T02:30:00Z",101.72461,101.70890,101.74901,0.00017,30.00000,0.01785,0.00239,0,102.04305,0.02317,1
"2018-08-01T02:30:00Z","2018-08-01T03:00:00Z",101.72762,101.71893,101.73899,0.00005,30.00000,0.01741,0.00134,0,102.04628,0.02284,1
"2018-08-01T03:00:00Z","2018-08-01T03:30:00Z",101.73765,101.72896,101.74901,0.00003,30.00000,0.01733,0.00105,0,102.05680,0.02279,1
"2018-08-01T03:30:00Z","2018-08-01T04:00:00Z",101.75503,101.73899,101.76907,0.00006,30.00000,0.01743,0.00141,0,102.07410,0.02287,1
"2018-08-01T04:00:00Z","2018-08-01T04:30:00Z",101.75068,101.74901,101.75904,0.00001,30.00000,0.01726,0.00069,0,102.06980,0.02274,1
"2018-08-01T04:30:00Z","2018-08-01T05:00:00Z",101.73999,101.72896,101.74901,0.00006,30.00000,0.01742,0.00139,0,102.05927,0.02287,1
"2018-08-01T05:00:00Z","2018-08-01T05:30:00Z",101.73531,101.71893,101.74901,0.00004,30.00000,0.01735,0.00113,0,102.05467,0.02281,1
"2018-08-01T05:30:00Z","2018-08-01T06:00:00Z",101.71926,101.70890,101.73899,0.00009,30.00000,0.01753,0.00170,0,102.03874,0.02296,1
"2018-08-01T06:00:00Z","2018-08-01T06:30:00Z",101.70690,101.68885,101.71893,0.00003,30.00000,0.01732,0.00101,0,102.02641,0.02279,1
"2018-08-01T06:30:00Z","2018-08-01T07:00:00Z",101.66813,101.64875,101.68885,0.00015,30.00000,0.01775,0.00220,0,101.98741,0.02312,1
"2018-08-01T07:00:00Z","2018-08-01T07:30:00Z",101.63404,101.60864,101.64875,0.00016,30.00000,0.01780,0.00229,0,101.95315,0.02315,1
"2018-08-01T07:30:00Z","2018-08-01T08:00:00Z",101.61700,101.60864,101.61867,0.00001,30.00000,0.01726,0.00069,0,101.93620,0.02274,1
"2018-08-01T08:00:00Z","2018-08-01T08:30:00Z",101.60965,101.59862,101.61867,0.00007,30.00000,0.01748,0.00155,0,101.92907,0.02291,1
"2018-08-01T08:30:00Z","2018-08-01T09:00:00Z",101.58893,101.57856,101.59862,0.00007,30.00000,0.01745,0.00148,0,101.90846,0.02290,1
"2018-08-01T09:00:00Z","2018-08-01T09:30:00Z",101.58859,101.57856,101.59862,0.00004,30.00000,0.01736,0.00118,0,101.90811,0.02283,1
"2018-08-01T09:30:00Z","2018-08-01T10:00:00Z",101.60330,101.58859,101.60864,0.00005,30.00000,0.01738,0.00125,0,101.92303,0.02285,1
"2018-08-01T10:00:00Z","2018-08-01T10:30:00Z",101.60831,101.58859,101.62870,0.00021,30.00000,0.01800,0.00265,0,101.92832,0.02333,1
"2018-08-01T10:30:00Z","2018-08-01T11:00:00Z",101.64340,101.62870,101.65878,0.00005,30.00000,0.01738,0.00125,0,101.96339,0.02285,1
"2018-08-01T11:00:00Z","2018-08-01T11:30:00Z",101.66245,101.65878,101.66880,0.00002,30.00000,0.01729,0.00090,0,101.98235,0.02279,1
"2018-08-01T11:30:00Z","2018-08-01T12:00:00Z",101.64775,101.63872,101.66880,0.00009,30.00000,0.01753,0.00169,0,101.96724,0.02295,1
"2018-08-01T12:00:00Z","2018-08-01T12:30:00Z",101.66479,101.65878,101.66880,0.00002,30.00000,0.01730,0.00091,0,101.98341,0.02275,1
