startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresStdErMean,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF
"2020-12-01T00:00:00Z","2020-12-01T00:30:00Z",101.01979,100.98879,101.03879,0.00023,30.00000,0.04763,0.00277,0,101.33702,0.04847,0
"2020-12-01T00:30:00Z","2020-12-01T01:00:00Z",101.06346,101.03879,101.08880,0.00018,30.00000,0.04757,0.00248,0,101.38059,0.04841,0
"2020-12-01T01:00:00Z","2020-12-01T01:30:00Z",101.11813,101.08880,101.13881,0.00024,30.00000,0.04764,0.00283,0,101.43578,0.04849,0
"2020-12-01T01:30:00Z","2020-12-01T02:00:00Z",101.16614,101.13881,101.19881,0.00028,30.00000,0.04770,0.00307,0,101.48518,0.04855,0
"2020-12-01T02:00:00Z","2020-12-01T02:30:00Z",101.22681,101.19881,101.25882,0.00025,30.00000,0.04766,0.00289,0,101.54697,0.04851,0
"2020-12-01T02:30:00Z","2020-12-01T03:00:00Z",101.30315,101.26882,101.33883,0.00040,30.00000,0.04787,0.00367,0,101.62448,0.04873,0
"2020-12-01T03:00:00Z","2020-12-01T03:30:00Z",101.36950,101.33883,101.38884,0.00021,30.00000,0.04760,0.00262,0,101.69172,0.04846,0
"2020-12-01T03:30:00Z","2020-12-01T04:00:00Z",101.41017,101.38884,101.41884,0.00011,30.00000,0.04746,0.00190,0,101.73328,0.04833,0
"2020-12-01T04:00:00Z","2020-12-01T04:30:00Z",101.41784,101.40883,101.41884,0.00001,30.00000,0.04732,0.00056,0,101.74152,0.04820,0
"2020-12-01T04:30:00Z","2020-12-01T05:00:00Z",101.40883,101.39883,101.41884,0.00001,30.00000,0.04732,0.00048,0,101.73307,0.04820,0
"2020-12-01T05:00:00Z","2020-12-01T05:30:00Z",101.42750,101.40883,101.43884,0.00007,30.00000,0.04741,0.00157,0,101.75221,0.04829,1
"2020-12-01T05:30:00Z","2020-12-01T06:00:00Z",101.44851,101.42883,101.45884,0.00011,30.00000,0.04746,0.00189,0,101.77372,0.04834,0
"2020-12-01T06:00:00Z","2020-12-01T06:30:00Z",99.75581,49.97782,101.47884,88.38941,30.00000,3.43329,1.71648,1,100.07619,3.44433,1
"2020-12-01T06:30:00Z","2020-12-01T07:00:00Z",101.49151,101.47884,101.51885,0.00021,30.00000,0.04761,0.00267,0,101.81823,0.04849,0
"2020-12-01T07:00:00Z","2020-12-01T07:30:00Z",101.52418,101.51885,101.52885,0.00003,30.00000,0.04734,0.00093,0,101.85156,0.04824,0
