startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresStdErMean,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF
"2018-03-01T00:00:00Z","2018-03-01T00:30:00Z",,,,,,,,1,,,1
"2018-03-01T00:30:00Z","2018-03-01T01:00:00Z",,,,,,,,1,,,1
"2018-03-01T01:00:00Z","2018-03-01T01:30:00Z",,,,,,,,1,,,1
"2018-03-01T01:30:00Z","2018-03-01T02:00:00Z",,,,,,,,1,,,1
"2018-03-01T02:00:00Z","2018-03-01T02:30:00Z",,,,,,,,1,,,1
"2018-03-01T02:30:00Z","2018-03-01T03:00:00Z",,,,,,,,1,,,1
"2018-03-01T03:00:00Z","2018-03-01T03:30:00Z",,,,,,,,1,,,1
"2018-03-01T03:30:00Z","2018-03-01T04:00:00Z",,,,,,,,1,,,1
"2018-03-01T04:00:00Z","2018-03-01T04:30:00Z",,,,,,,,1,,,1
"2018-03-01T04:30:00Z","2018-03-01T05:00:00Z",,,,,,,,1,,,1
"2018-03-01T05:00:00Z","2018-03-01T05:30:00Z",,,,,,,,1,,,1
"2018-03-01T05:30:00Z","2018-03-01T06:00:00Z",,,,,,,,1,,,1
"2018-03-01T06:00:00Z","2018-03-01T06:30:00Z",,,,,,,,1,,,1
"2018-03-01T06:30:00Z","2018-03-01T07:00:00Z",101.42817,101.42817,101.42817,0.00000,4.00000,0.01720,0.00000,1,101.74668,0.02311,1
"2018-03-01T07:00:00Z","2018-03-01T07:30:00Z",101.45391,101.42817,101.46828,0.00010,30.00000,0.01759,0.00184,0,101.77148,0.02337,0
"2018-03-01T07:30:00Z","2018-03-01T08:00:00Z",101.46159,101.44823,101.46828,0.00004,30.00000,0.01734,0.00111,0,101.77809,0.02315,0
"2018-03-01T08:00:00Z","2018-03-01T08:30:00Z",101.46594,101.44823,101.47831,0.00007,30.00000,0.01746,0.00150,0,101.78157,0.02321,0
"2018-03-01T08:30:00Z","2018-03-01T09:00:00Z",101.47864,101.45825,101.49835,0.00017,30.00000,0.01785,0.00238,0,101.79331,0.02347,0
"2018-03-01T09:00:00Z","2018-03-01T09:30:00Z",101.48666,101.46828,101.49835,0.00017,30.00000,0.01786,0.00241,0,101.80097,0.02347,0
"2018-03-01T09:30:00Z","2018-03-01T10:00:00Z",101.44756,101.42817,101.46828,0.00012,30.00000,0.01765,0.00198,0,101.76106,0.02328,1
"2018-03-01T10:00:00Z","2018-03-01T10:30:00Z",101.39642,101.34797,101.42817,0.00062,30.00000,0.01945,0.00454,0,101.70918,0.02466,0
