startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresStdErMean,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF
"2020-09-01T00:00:00Z","2020-09-01T00:30:00Z",101.09446,101.08880,101.10880,0.00007,30.00000,0.04740,0.00149,0,101.39778,0.04822,1
"2020-09-01T00:30:00Z","2020-09-01T01:00:00Z",101.12313,101.10880,101.12880,0.00004,30.00000,0.04736,0.00114,0,101.42674,0.04818,1
"2020-09-01T01:00:00Z","2020-09-01T01:30:00Z",101.12947,101.12880,101.13881,0.00001,30.00000,0.04732,0.00046,0,101.43336,0.04814,1
"2020-09-01T01:30:00Z","2020-09-01T02:00:00Z",101.14580,101.13881,101.14880,0.00002,30.00000,0.04734,0.00085,0,101.44984,0.04816,1
"2020-09-01T02:00:00Z","2020-09-01T02:30:00Z",101.17280,101.15880,101.17880,0.00005,30.00000,0.04738,0.00132,0,101.47700,0.04820,1
"2020-09-01T02:30:00Z","2020-09-01T03:00:00Z",101.17281,101.15880,101.17880,0.00004,30.00000,0.04736,0.00113,0,101.47706,0.04818,1
"2020-09-01T03:00:00Z","2020-09-01T03:30:00Z",101.16247,101.15880,101.16881,0.00002,30.00000,0.04734,0.00090,0,101.46675,0.04816,1
"2020-09-01T03:30:00Z","2020-09-01T04:00:00Z",101.17114,101.15880,101.17880,0.00007,30.00000,0.04741,0.00157,0,101.47544,0.04823,1
"2020-09-01T04:00:00Z","2020-09-01T04:30:00Z",101.18447,101.17880,101.18881,0.00003,30.00000,0.04734,0.00092,0,101.48868,0.04816,1
"2020-09-01T04:30:00Z","2020-09-01T05:00:00Z",101.18347,101.17880,101.18881,0.00003,30.00000,0.04734,0.00093,0,101.48783,0.04816,1
"2020-09-01T05:00:00Z","2020-09-01T05:30:00Z",101.19648,101.18881,101.20881,0.00006,30.00000,0.04739,0.00141,0,101.50096,0.04821,1
"2020-09-01T05:30:00Z","2020-09-01T06:00:00Z",101.18914,101.18881,101.19881,0.00000,30.00000,0.04731,0.00033,0,101.49366,0.04813,1
"2020-09-01T06:00:00Z","2020-09-01T06:30:00Z",101.19448,101.18881,101.19881,0.00003,30.00000,0.04734,0.00092,0,101.49885,0.04816,1
"2020-09-01T06:30:00Z","2020-09-01T07:00:00Z",101.16781,101.14880,101.18881,0.00009,30.00000,0.04744,0.00175,0,101.47236,0.04826,1
"2020-09-01T07:00:00Z","2020-09-01T07:30:00Z",101.13747,101.12880,101.14880,0.00003,30.00000,0.04735,0.00104,0,101.44201,0.04817,1
"2020-09-01T07:30:00Z","2020-09-01T08:00:00Z",101.12313,101.10880,101.12880,0.00005,30.00000,0.04738,0.00133,0,101.42780,0.04820,1
"2020-09-01T08:00:00Z","2020-09-01T08:30:00Z",101.13214,101.11880,101.13881,0.00003,30.00000,0.04735,0.00100,0,101.43677,0.04817,1
"2020-09-01T08:30:00Z","2020-09-01T09:00:00Z",101.12947,101.11880,101.13881,0.00005,30.00000,0.04737,0.00126,0,101.43393,0.04820,1
"2020-09-01T09:00:00Z","2020-09-01T09:30:00Z",101.14414,101.12880,101.16881,0.00012,30.00000,0.04748,0.00202,0,101.44866,0.04830,1
"2020-09-01T09:30:00Z","2020-09-01T10:00:00Z",101.17214,101.16881,101.18881,0.00005,30.00000,0.04738,0.00130,0,101.47684,0.04820,1
"2020-09-01T10:00:00Z","2020-09-01T10:30:00Z",101.21081,101.18881,101.22881,0.00017,30.00000,0.04754,0.00237,0,101.51562,0.04836,1
"2020-09-01T10:30:00Z","2020-09-01T11:00:00Z",101.23982,101.23882,101.24881,0.00001,30.00000,0.04732,0.00056,0,101.54480,0.04814,1
"2020-09-01T11:00:00Z","2020-09-01T11:30:00Z",101.26148,101.24881,101.27882,0.00004,30.00000,0.04736,0.00117,0,101.56653,0.04819,1
"2020-09-01T11:30:00Z","2020-09-01T12:00:00Z",101.28182,101.26882,101.29882,0.00008,30.00000,0.04742,0.00167,0,101.58675,0.04825,1
"2020-09-01T12:00:00Z","2020-09-01T12:30:00Z",101.31916,101.29882,101.33883,0.00013,30.00000,0.04749,0.00212,0,101.62377,0.04832,1
"2020-09-01T12:30:00Z","2020-09-01T13:00:00Z",101.33983,101.33883,101.34883,0.00001,30.00000,0.04732,0.00056,0,101.64367,0.04814,1
"2020-09-01T13:00:00Z","2020-09-01T13:30:00Z",101.36183,101.34883,101.38884,0.00009,30.00000,0.04743,0.00174,0,101.66510,0.04825,1
"2020-09-01T13:30:00Z","2020-09-01T14:00:00Z",101.39517,101.38884,101.39883,0.00002,30.00000,0.04734,0.00089,0,101.69847,0.04816,1
"2020-09-01T14:00:00Z","2020-09-01T14:30:00Z",101.39883,101.39883,101.39883,0.00000,30.00000,0.04731,0.00000,0,101.70187,0.04812,1
"2020-09-01T14:30:00Z","2020-09-01T15:00:00Z",101.40817,101.39883,101.40883,0.00001,30.00000,0.04732,0.00046,0,101.71111,0.04813,1
"2020-09-01T15:00:00Z","2020-09-01T15:30:00Z",101.41284,101.40883,101.41884,0.00002,30.00000,0.04734,0.00091,0,101.71587,0.04816,1
"2020-09-01T15:30:00Z","2020-09-01T16:00:00Z",101.42650,101.40883,101.43884,0.00009,30.00000,0.04743,0.00171,0,101.72956,0.04824,1
"2020-09-01T16:00:00Z","2020-09-01T16:30:00Z",101.40184,101.37883,101.41884,0.00019,30.00000,0.04758,0.00254,0,101.70463,0.04839,1
"2020-09-01T16:30:00Z","2020-09-01T17:00:00Z",101.38750,101.37883,101.39883,0.00003,30.00000,0.04734,0.00093,0,101.68975,0.04815,1
"2020-09-01T17:00:00Z","2020-09-01T17:30:00Z",101.38717,101.37883,101.38884,0.00001,30.00000,0.04733,0.00069,0,101.68974,0.04814,1
"2020-09-01T17:30:00Z","2020-09-01T18:00:00Z",101.38383,101.37883,101.39883,0.00005,30.00000,0.04737,0.00125,0,101.68586,0.04818,1
"2020-09-01T18:00:00Z","2020-09-01T18:30:00Z",101.39783,101.37883,101.40883,0.00011,30.00000,0.04745,0.00188,0,101.69987,0.04826,1
"2020-09-01T18:30:00Z","2020-09-01T19:00:00Z",101.34049,101.32882,101.36883,0.00023,30.00000,0.04763,0.00276,0,101.64222,0.04843,1
"2020-09-01T19:00:00Z","2020-09-01T19:30:00Z",101.30015,101.26882,101.32882,0.00030,30.00000,0.04773,0.00317,0,101.60180,0.04853,1
"2020-09-01T19:30:00Z","2020-09-01T20:00:00Z",101.23715,101.20881,101.26882,0.00037,30.00000,0.04783,0.00353,0,101.53866,0.04863,1
"2020-09-01T20:00:00Z","2020-09-01T20:30:00Z",101.19548,101.18881,101.20881,0.00003,30.00000,0.04735,0.00100,0,101.49668,0.04815,1
"2020-09-01T20:30:00Z","2020-09-01T21:00:00Z",101.22448,101.20881,101.22881,0.00005,30.00000,0.04737,0.00124,0,101.52496,0.04817,1
"2020-09-01T21:00:00Z","2020-09-01T21:30:00Z",101.22848,101.21881,101.22881,0.00000,30.00000,0.04731,0.00033,0,101.52822,0.04811,1
"2020-09-01T21:30:00Z","2020-09-01T22:00:00Z",101.21681,101.20881,101.22881,0.00005,30.00000,0.04738,0.00130,0,101.51630,0.04817,1
"2020-09-01T22:00:00Z","2020-09-01T22:30:00Z",101.21948,101.20881,101.22881,0.00004,30.00000,0.04736,0.00117,0,101.51896,0.04816,1
"2020-09-01T22:30:00Z","2020-09-01T23:00:00Z",101.23948,101.21881,101.24881,0.00011,30.00000,0.04746,0.00191,0,101.53923,0.04826,1
"2020-09-01T23:00:00Z","2020-09-01T23:30:00Z",101.25581,101.24881,101.25882,0.00002,30.00000,0.04734,0.00085,0,101.55616,0.04814,1
"2020-09-01T23:30:00Z","2020-09-02T00:00:00Z",101.28115,101.25882,101.29882,0.00016,30.00000,0.04754,0.00233,0,101.58237,0.04834,1
"2020-09-02T00:00:00Z","2020-09-02T00:30:00Z",101.32116,101.29882,101.33883,0.00013,30.00000,0.04749,0.00207,0,101.62284,0.04829,1
"2020-09-02T00:30:00Z","2020-09-02T01:00:00Z",101.34449,101.32882,101.35883,0.00009,30.00000,0.04744,0.00177,0,101.64716,0.04825,1
"2020-09-02T01:00:00Z","2020-09-02T01:30:00Z",101.37416,101.35883,101.38884,0.00013,30.00000,0.04749,0.00208,0,101.67714,0.04830,1
"2020-09-02T01:30:00Z","2020-09-02T02:00:00Z",101.39483,101.37883,101.40883,0.00013,30.00000,0.04749,0.00207,0,101.69813,0.04830,1
"2020-09-02T02:00:00Z","2020-09-02T02:30:00Z",101.42717,101.40883,101.43884,0.00008,30.00000,0.04741,0.00160,0,101.73096,0.04823,1
"2020-09-02T02:30:00Z","2020-09-02T03:00:00Z",101.44984,101.43884,101.45884,0.00004,30.00000,0.04737,0.00121,0,101.75373,0.04819,1
"2020-09-02T03:00:00Z","2020-09-02T03:30:00Z",101.45684,101.44884,101.45884,0.00002,30.00000,0.04733,0.00074,0,101.76103,0.04815,1
"2020-09-02T03:30:00Z","2020-09-02T04:00:00Z",101.45884,101.45884,101.45884,0.00000,30.00000,0.04731,0.00000,0,101.76325,0.04813,1
"2020-09-02T04:00:00Z","2020-09-02T04:30:00Z",101.44751,101.42883,101.45884,0.00006,30.00000,0.04739,0.00142,0,101.75168,0.04821,1
"2020-09-02T04:30:00Z","2020-09-02T05:00:00Z",101.42384,101.41884,101.42883,0.00003,30.00000,0.04734,0.00093,0,101.72810,0.04816,1
"2020-09-02T05:00:00Z","2020-09-02T05:30:00Z",101.40250,101.39883,101.41884,0.00004,30.00000,0.04737,0.00122,0,101.70675,0.04819,1
"2020-09-02T05:30:00Z","2020-09-02T06:00:00Z",101.38250,101.36883,101.39883,0.00010,30.00000,0.04745,0.00182,0,101.68681,0.04827,1
"2020-09-02T06:00:00Z","2020-09-02T06:30:00Z",101.34416,101.32882,101.36883,0.00021,30.00000,0.04760,0.00266,0,101.64854,0.04842,1
"2020-09-02T06:30:00Z","2020-09-02T07:00:00Z",101.29515,101.26882,101.32882,0.00025,30.00000,0.04766,0.00290,0,101.59941,0.04848,1
"2020-09-02T07:00:00Z","2020-09-02T07:30:00Z",101.26048,101.24881,101.27882,0.00008,30.00000,0.04741,0.00160,0,101.56484,0.04824,1
"2020-09-02T07:30:00Z","2020-09-02T08:00:00Z",101.23848,101.22881,101.24881,0.00006,30.00000,0.04739,0.00140,0,101.54282,0.04821,1
"2020-09-02T08:00:00Z","2020-09-02T08:30:00Z",101.22081,101.20881,101.22881,0.00004,30.00000,0.04737,0.00121,0,101.52516,0.04819,1
"2020-09-02T08:30:00Z","2020-09-02T09:00:00Z",101.21581,101.20881,101.21881,0.00002,30.00000,0.04734,0.00085,0,101.52026,0.04816,1
"2020-09-02T09:00:00Z","2020-09-02T09:30:00Z",101.22081,101.20881,101.22881,0.00007,30.00000,0.04741,0.00155,0,101.52539,0.04823,1
"2020-09-02T09:30:00Z","2020-09-02T10:00:00Z",101.23515,101.22881,101.23882,0.00002,30.00000,0.04734,0.00090,0,101.53996,0.04816,1
"2020-09-02T10:00:00Z","2020-09-02T10:30:00Z",101.24281,101.23882,101.24881,0.00002,30.00000,0.04734,0.00091,0,101.54764,0.04817,1
"2020-09-02T10:30:00Z","2020-09-02T11:00:00Z",101.26182,101.24881,101.27882,0.00009,30.00000,0.04743,0.00174,0,101.56676,0.04826,1
"2020-09-02T11:00:00Z","2020-09-02T11:30:00Z",101.28949,101.26882,101.31882,0.00016,30.00000,0.04753,0.00230,0,101.59461,0.04835,1
"2020-09-02T11:30:00Z","2020-09-02T12:00:00Z",101.33883,101.31882,101.35883,0.00012,30.00000,0.04748,0.00203,0,101.64398,0.04831,1
"2020-09-02T12:00:00Z","2020-09-02T12:30:00Z",101.37550,101.35883,101.38884,0.00007,30.00000,0.04741,0.00154,0,101.68038,0.04823,1
"2020-09-02T12:30:00Z","2020-09-02T13:00:00Z",101.39783,101.38884,101.40883,0.00002,30.00000,0.04733,0.00073,0,101.70242,0.04815,1
"2020-09-02T13:00:00Z","2020-09-02T13:30:00Z",101.40950,101.39883,101.41884,0.00008,30.00000,0.04741,0.00159,0,101.71381,0.04824,1
"2020-09-02T13:30:00Z","2020-09-02T14:00:00Z",101.42384,101.41884,101.42883,0.00003,30.00000,0.04734,0.00093,0,101.72732,0.04816,1
"2020-09-02T14:00:00Z","2020-09-02T14:30:00Z",101.43350,101.41884,101.43884,0.00003,30.00000,0.04735,0.00104,0,101.73614,0.04817,1
"2020-09-02T14:30:00Z","2020-09-02T15:00:00Z",101.44651,101.43884,101.45884,0.00005,30.00000,0.04737,0.00124,0,101.74847,0.04818,1
"2020-09-02T15:00:00Z","2020-09-02T15:30:00Z",101.43917,101.41884,101.45884,0.00018,30.00000,0.04755,0.00242,0,101.74050,0.04836,1
"2020-09-02T15:30:00Z","2020-09-02T16:00:00Z",101.42617,101.41884,101.42883,0.00002,30.00000,0.04733,0.00082,0,101.72715,0.04814,1
"2020-09-02T16:00:00Z","2020-09-02T16:30:00Z",98.04176,0.43657,101.42883,339.83742,30.00000,6.73156,3.36570,1,98.33216,6.75150,1
"2020-09-02T16:30:00Z","2020-09-02T17:00:00Z",101.36649,101.34883,101.38884,0.00009,30.00000,0.04743,0.00171,0,101.66628,0.04822,1
"2020-09-02T17:00:00Z","2020-09-02T17:30:00Z",101.34016,101.32882,101.35883,0.00008,30.00000,0.04742,0.00164,0,101.63936,0.04821,1
"2020-09-02T17:30:00Z","2020-09-02T18:00:00Z",101.31282,101.29882,101.32882,0.00011,30.00000,0.04747,0.00195,0,101.61158,0.04826,1
"2020-09-02T18:00:00Z","2020-09-02T18:30:00Z",101.27649,101.25882,101.29882,0.00015,30.00000,0.04752,0.00223,0,101.57477,0.04830,1
