HOR.VER,name,description,start,end,referenceName,referenceDescription,referenceStart,referenceEnd,xOffset,yOffset,zOffset,pitch,roll,azimuth,referenceLatitude,referenceLongitude,referenceElevation
"103.100",CFGLOC110695,"Barco Lake Barometric Pressure Buoy","2010-01-01T00:00:00Z",,CFGLOC110695,"Barco Lake Barometric Pressure Buoy","2010-01-01T00:00:00Z",,0.00,0.00,0.42,0.00,0.00,0.00,29.675982,-82.008414,27.00
