startDateTime,endDateTime,staPresMean,staPresMinimum,staPresMaximum,staPresVariance,staPresNumPts,staPresExpUncert,staPresFinalQF,corPres,corPresExpUncert,corPresFinalQF
"2019-06-01T00:00:00Z","2019-06-01T00:01:00Z",100.89562,100.89562,100.89562,0.00000,1.00000,0.01720,0,101.20933,0.02117,1
"2019-06-01T00:01:00Z","2019-06-01T00:02:00Z",100.90562,100.90562,100.90562,0.00000,1.00000,0.01720,0,101.21935,0.02117,1
"2019-06-01T00:02:00Z","2019-06-01T00:03:00Z",100.90562,100.90562,100.90562,0.00000,1.00000,0.01720,0,101.21935,0.02117,1
"2019-06-01T00:03:00Z","2019-06-01T00:04:00Z",100.90562,100.90562,100.90562,0.00000,1.00000,0.01720,0,101.21944,0.02117,1
"2019-06-01T00:04:00Z","2019-06-01T00:05:00Z",100.91562,100.91562,100.91562,0.00000,1.00000,0.01720,0,101.22954,0.02117,1
"2019-06-01T00:05:00Z","2019-06-01T00:06:00Z",100.91562,100.91562,100.91562,0.00000,1.00000,0.01720,0,101.22946,0.02117,1
"2019-06-01T00:06:00Z","2019-06-01T00:07:00Z",100.91562,100.91562,100.91562,0.00000,1.00000,0.01720,0,101.22953,0.02117,1
"2019-06-01T00:07:00Z","2019-06-01T00:08:00Z",100.91562,100.91562,100.91562,0.00000,1.00000,0.01720,0,101.22951,0.02117,1
"2019-06-01T00:08:00Z","2019-06-01T00:09:00Z",100.91562,100.91562,100.91562,0.00000,1.00000,0.01720,0,101.22953,0.02117,1
"2019-06-01T00:09:00Z","2019-06-01T00:10:00Z",100.91562,100.91562,100.91562,0.00000,1.00000,0.01720,0,101.22957,0.02117,1
"2019-06-01T00:10:00Z","2019-06-01T00:11:00Z",100.92562,100.92562,100.92562,0.00000,1.00000,0.01720,0,101.23956,0.02117,1
"2019-06-01T00:11:00Z","2019-06-01T00:12:00Z",100.92562,100.92562,100.92562,0.00000,1.00000,0.01720,0,101.23962,0.02117,1
"2019-06-01T00:12:00Z","2019-06-01T00:13:00Z",100.92562,100.92562,100.92562,0.00000,1.00000,0.01720,0,101.23942,0.02117,1
"2019-06-01T00:13:00Z","2019-06-01T00:14:00Z",100.92562,100.92562,100.92562,0.00000,1.00000,0.01720,0,101.23938,0.02117,1
"2019-06-01T00:14:00Z","2019-06-01T00:15:00Z",100.92562,100.92562,100.92562,0.00000,1.00000,0.01720,0,101.23949,0.02117,1
"2019-06-01T00:15:00Z","2019-06-01T00:16:00Z",100.92562,100.92562,100.92562,0.00000,1.00000,0.01720,0,101.23951,0.02117,1
